=== Alpha = 1.0 ===
=== Iteration Count = 82===
=== Mesh Length = 1.0mm ===
=== Initial Guess = 50===
=== Max Error = 0.009612256658840579 at location (22 . 5) ===
000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,
000.00,000.01,000.02,000.03,000.03,000.03,000.03,000.03,000.02,000.02,000.02,000.03,000.04,000.07,000.12,000.21,000.37,000.61,000.97,001.46,002.10,002.90,003.92,005.21,006.82,008.77,011.00,013.36,015.51,017.11,018.09,018.55,018.55,018.08,017.09,015.48,013.31,010.93,008.66,006.67,005.01,003.64,002.52,001.58,000.76,000.00,
000.00,000.02,000.03,000.05,000.05,000.06,000.05,000.05,000.04,000.04,000.04,000.05,000.07,000.12,000.21,000.36,000.64,001.10,001.81,002.77,004.01,005.58,007.57,010.10,013.30,017.24,021.89,026.92,031.57,034.82,036.71,037.56,037.55,036.70,034.79,031.52,026.83,021.74,017.03,013.01,009.71,007.04,004.86,003.05,001.47,000.00,
000.00,000.03,000.05,000.06,000.07,000.08,000.07,000.07,000.06,000.05,000.04,000.05,000.07,000.12,000.21,000.39,000.72,001.33,002.39,003.80,005.58,007.81,010.66,014.32,019.02,025.00,032.37,040.85,049.04,053.89,056.38,057.41,057.41,056.36,053.85,048.98,040.73,032.18,024.71,018.62,013.77,009.93,006.84,004.28,002.06,000.00,
000.00,000.03,000.05,000.07,000.08,000.09,000.08,000.07,000.06,000.04,000.03,000.03,000.04,000.08,000.14,000.27,000.53,001.12,002.60,004.45,006.67,009.42,012.93,017.47,023.45,031.35,041.75,055.06,069.85,075.31,077.50,078.30,078.30,077.49,075.28,069.80,054.93,041.53,031.01,022.97,016.82,012.06,008.28,005.17,002.49,000.00,
000.00,000.03,000.06,000.07,000.09,000.09,000.09,000.07,000.06,000.03,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,002.44,004.70,007.22,010.26,014.13,019.19,025.94,035.18,048.23,067.76,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,067.64,048.00,034.81,025.42,018.48,013.19,009.04,005.64,002.71,000.00,
000.00,000.03,000.05,000.07,000.08,000.09,000.08,000.07,000.06,000.03,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,002.44,004.70,007.21,010.26,014.12,019.18,025.94,035.17,048.23,067.76,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,067.64,047.99,034.81,025.42,018.48,013.19,009.04,005.64,002.71,000.00,
000.00,000.03,000.05,000.06,000.07,000.08,000.07,000.07,000.05,000.04,000.03,000.03,000.04,000.08,000.14,000.26,000.53,001.11,002.59,004.44,006.66,009.41,012.91,017.46,023.44,031.34,041.75,055.05,069.85,075.31,077.50,078.30,078.30,077.49,075.28,069.80,054.92,041.52,031.00,022.96,016.82,012.05,008.27,005.17,002.48,000.00,
000.00,000.02,000.04,000.05,000.06,000.06,000.06,000.05,000.05,000.04,000.04,000.04,000.07,000.12,000.21,000.39,000.72,001.33,002.38,003.79,005.56,007.80,010.64,014.30,019.00,024.99,032.36,040.84,049.04,053.88,056.37,057.41,057.40,056.36,053.85,048.97,040.72,032.17,024.70,018.61,013.76,009.92,006.83,004.28,002.06,000.00,
000.00,000.01,000.03,000.03,000.04,000.04,000.04,000.04,000.03,000.03,000.03,000.04,000.07,000.11,000.20,000.36,000.64,001.09,001.80,002.76,003.99,005.56,007.55,010.09,013.28,017.23,021.88,026.91,031.57,034.82,036.71,037.55,037.55,036.69,034.79,031.51,026.82,021.74,017.02,013.00,009.70,007.03,004.86,003.05,001.47,000.00,
000.00,000.01,000.01,000.02,000.02,000.02,000.02,000.02,000.02,000.02,000.02,000.03,000.04,000.07,000.12,000.21,000.36,000.61,000.97,001.45,002.08,002.89,003.91,005.20,006.81,008.76,011.00,013.35,015.51,017.10,018.09,018.55,018.54,018.08,017.09,015.48,013.31,010.92,008.65,006.66,005.00,003.64,002.52,001.58,000.76,000.00,
000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,000.00,
